storeType,storeName,storeOwner,storeTelNumber,storeAddress,sd,sgg,storeArea,no,rnum
CAC_전시매장,트윈이앤씨㈜,김경식,052-285-2455,울산광역시 북구 화봉동 1461-1,,,us,214,
CAC_전시매장,㈜부경공조산업,김영주,052-222-1213,울산광역시 울주군 범서읍 백천2길 4,,,us,215,
CAC_전시매장,보람주식회사,백진복,051-515-4875,울산광역시 중구 동천1길40 C동 607호,,,us,216,
CAC_전시매장,주식회사 태영공조,김정복,052-287-8333,울산광역시 중구 염포로 70 103호,,,us,217,
CAC_전시매장,태창에너지㈜,표영일,052-292-5757,울산광역시 중구 화합로 367 (반구동),,,us,218,
CAC_전시매장,새서울공조(주),박경진,02-353-0055,경기도 고양시 덕양구 원흥동 648-6,,,ggd,45,
CAC_전시매장,공조기산업㈜,양무현,02-796-1238,경기도 고양시 일산 동구 성현로 482번길 5,,,ggd,46,
CAC_전시매장,엘림공조,장덕수,031-906-1133,경기도 고양시 일산동구 고풍로5번길 53-20 (풍동),,,ggd,47,
CAC_전시매장,(주)하나에어시스템,신성배,031-916-7777,경기도 고양시 일산서구 덕이동 828-2번지,,,ggd,48,
CAC_전시매장,㈜넥스트에너지코리아,김영배,031-764-5616,경기도 광주시 곤지암읍 경충대로184번길 65,,,ggd,49,
CAC_전시매장,(주)온정이앤지,이학수,031-798-6900,경기도 광주시 행정타운로69번길 16 온정빌딩,,,ggd,50,
CAC_전시매장,하이테크에어컨,유중범,031-459-4300,경기도 군포시 당정동 522 SK벤티움상가 101-214,,,ggd,51,
CAC_전시매장,(주)이십일세기공조,이훈철,031-986-9733,경기도 김포시 양촌읍 누산봉성로53번길 44(이십일세기공조) ,,,ggd,52,
CAC_전시매장,(주)주원씨앤아이,손정진,031-976-7878,경기도 김포시 양촌읍 석모리 1030-5,,,ggd,53,
CAC_전시매장,디지털국제공조㈜,문한경,031-556-7500,경기도 남양주시 경춘로 804-108(일패동),,,ggd,54,
CAC_전시매장,㈜한탑공조,류기택,032-715-6295,"경기도 부천시 부천로 198번길 18 춘의동, 춘의테크노파크 II 201동 1층 110호",,,ggd,55,
CAC_전시매장,㈜피플레인종합공조,홍주명,032-710-9341,경기도 부천시 옥길동 744-3 골드타워 515호,,,ggd,56,
CAC_전시매장,㈜프라임에너지,김정목,1566-5376,"경기도 부천시 원미구 송내대로 265번길 17, 효성프라자 503호",,,ggd,57,
CAC_전시매장,(주)원일공조,이원일,031-274-7777,경기도 성남시 분당구 야탑동 148 테크노파크 B동 105호,,,ggd,58,
CAC_전시매장,(주)에이텍씨앤,신승영,031-698-7900,"경기도 성남시 분당구 판교로 289, 에이텍빌딩 3층",,,ggd,59,
CAC_전시매장,주식회사 백두공조,백승엽,02-430-7719,"경기도 성남시 수정구 복정로 159, 5층",,,ggd,60,
CAC_전시매장,코스텔(주),류성현,031-777-4553,경기도 성남시 중원구 사기막골로90번길 13(상대원동),,,ggd,61,
CAC_전시매장,한국신재생에너지㈜,이일우,070-7506-5151,경기도 성남시 중원구 상대원동 146-8 우림 라이온스밸리 A동 1601호,,,ggd,62,
CAC_전시매장,(주)혜인공조,이민형,031-754-7799,경기도 성남시 중원구 하대원동 105-1 상가104호,,,ggd,63,
CAC_전시매장,㈜삼보엔지니어링,조상욱,1899-9447,"경기도 수원 팔달 세지로 394, 405호 (우만동, 청송빌딩)",,,ggd,64,
CAC_전시매장,주식회사 케이엘 공조,김명수,1644-1418,경기도 수원시 권선구 구운동 931-4 6층,,,ggd,65,
CAC_전시매장,주식회사신한공조,황정호,031-223-5717,경기도 수원시 권선구 온정로 52,,,ggd,66,
CAC_전시매장,(주)켐스코,황종수,031-361-7646,경기도 수원시 장안구 장안로 346번길 47-24,,,ggd,67,
CAC_전시매장,경원이엔지,박문규,031-254-1911,경기도 수원시 장안구 파장천로44번길 87 (파장동),,,ggd,68,
CAC_전시매장,에어컨특판㈜,손승천,031-235-0650,경기도 수원시 팔달구 인계동 994-8 동일빌딩 201호,,,ggd,69,
CAC_전시매장,(주)에스오공조,박용모,031-245-8883,경기도 수원시 팔달구 화서동 93-26 성오스포츠센터 4층,,,ggd,70,
CAC_전시매장,(주)와이에스시스템에어컨,최윤수,070-4225-7918,경기도 시흥시 목감동 235-2 뉴홍익빌딩 2F,,,ggd,71,
CAC_전시매장,(주)코리아엔지니어링,이현수,031-488-8400,경기도 시흥시 월곶동 104-2,,,ggd,72,
CAC_전시매장,디앤에스이엔지㈜,오동준,031)407-6651,경기도 안산시 상록구 이동 581-12,,,ggd,73,
CAC_전시매장,주식회사 경일공조,조성수,031-418-6123,경기도 안산시 상록구 이동 648-1,,,ggd,74,
CAC_전시매장,화인에어텍,최종남,1544-0375,경기도 안성시 현수동 11,,,ggd,75,
CAC_전시매장,동안공조㈜,고홍환,031-458-3400,경기도 안양시 동안구 엘에스로91번길 7 2층,,,ggd,76,
CAC_전시매장,주식회사 에어컨총판,전갑천,031-386-7272,경기도 안양시 동안구 흥안대로 94번길 68 양우내안애펠리스 상가 212호,,,ggd,77,
CAC_전시매장,(주)삼광이엠씨,백상훈,031-889-6520,경기도 용인시 수지구 죽전동 1208-1 대명 제스트빌딩 304호,,,ggd,78,
CAC_전시매장,피엔케이엔지니어링㈜,권성중,031-479-4742,"경기도 의왕시 이미로 40 B동 712호(포일동, 인덕원IT밸리)",,,ggd,79,
CAC_전시매장,주식회사 그린라이프공조,정현준,031-847-2890,경기도 의정부시 금오동 384-41번지,,,ggd,80,
CAC_전시매장,주식회사 매직공조시스템,장성일,031-928-4731,"경기도 의정부시 동일로 102, 2층",,,ggd,81,
CAC_전시매장,이천공조,김상원,031-633-0018,경기도 이천시 호법면 안평리 61,,,ggd,82,
CAC_전시매장,진영공조,김현석,031-948-1171,경기도 파주시 탄현면 문지리 210-18,,,ggd,83,
CAC_전시매장,신우공조,박종찬,031-953-8725,경기도 파주시 파주읍 정문로588번길 106 (본사)<br/>경기도 고양시 일산동구 호수로 358-39 동문굿모닝타워1차 917호,,,ggd,84,
CAC_전시매장,(주)조은공조시스템,조국희,031-652-9944,경기도 평택시 비전동 809-2,,,ggd,85,
CAC_전시매장,주식회사 호원이엔지,최용수,031-531-4274,경기도 포천시 선단동 327-16,,,ggd,86,
CAC_전시매장,㈜신광공조시스템,김성묵,02-446-8433,경기도 하남시 미사강변서로25 미사테스타타워 F322,,,ggd,87,
CAC_전시매장,주식회사 가람이엔지,서해석,031-795-1346,경기도 하남시 미사강변중앙로 170번길 10 5층 502호,,,ggd,88,
CAC_전시매장,(주)부흥공조,박종복,031-794-9999,경기도 하남시 샘재로 136-1(천현동),,,ggd,89,
CAC_전시매장,㈜삼원시스템즈,장윤현,031-373-1761,경기도 화성시 동탄기흥로 257번가길 19 (방교동),,,ggd,90,
CAC_전시매장,㈜피티에이공조,박아론,1644-7154,경기도 화성시 동탄지성로 422 (반월동),,,ggd,91,
CAC_전시매장,주식회사 경기공조시스템,최난식,031-238-1500,"경기도 화성시 정남면 서봉로 855, 201호",,,ggd,92,
CAC_전시매장,(주)베스트공조,김대호,033-655-6888,강원도 강릉시 송정동 612번지 3층,,,gwd,93,
CAC_전시매장,(주)강릉공조기상사,배연순,033-642-7555,강원도 강릉시 포남동 1144-4,,,gwd,94,
CAC_전시매장,삼척공조,최종일,033-572-7800,강원도 삼척시 남양동 14-4,,,gwd,95,
CAC_전시매장,리더스엔지니어링,이성호,033-734-8201,강원도 원주시 지정면 보통로 567-1,,,gwd,96,
CAC_전시매장,하나로시스템공조,박병훈,033-746-0682,강원도 원주시 행구동 1726-3,,,gwd,97,
CAC_전시매장,(주)강원브이아이피시스템 ,김도경,033-263-6166,강원도 춘천시 동내면 동내로 141 2층,,,gwd,98,
CAC_전시매장,㈜신한공조이엔지,이만길,033-241-7076,강원도 춘천시 동면 서부대성로 491,,,gwd,99,
CAC_전시매장,진홍공조SYSTEM,안병철,033-263-9019,강원도 춘천시 후석로 455번길 51(후평동),,,gwd,100,
CAC_전시매장,신진물류,박종국,043-224-8690,충청북도 청주시 상당구 남주동 228 (무심동로336번길 37),,,ccbd,264,
CAC_전시매장,(주)대성이엔지,이상훈,043-217-7171,충청북도 청주시 상당구 사천동 174-8 (2순환로 437-5),,,ccbd,265,
CAC_전시매장,(주)대한이엔지,손희원,043-224-9191,충청북도 청주시 상당구 영운동 154-4 (영운로 57),,,ccbd,266,
CAC_전시매장,(주)하나이엔지,이춘길,043-286-4214 ,충청북도 청주시 서원구 장성동 산17,,,ccbd,267,
CAC_전시매장,㈜한일테크,김철배,043-216-2202,충청북도 청주시 청원구 오창읍 양청농소길 21-19,,,ccbd,268,
CAC_전시매장,(주)엘지공조시스템,이창손,043-255-5395,충청북도 청주시 흥덕구 사직1동 242-20 (사북로 68-1),,,ccbd,269,
CAC_전시매장,토탈이엔지,강태식,043-852-9996,충청북도 충주시 호암동 140-8,,,ccbd,270,
CAC_전시매장,(주)태멘,박덕원,043-648-4677,제천시 중앙로2가 21-5 (의림대로 145),,,ccnd,251,
CAC_전시매장,(주)엠아이텍,조형수,042-931-3106,충청남도 계룡시 두마면 입암리 64,,,ccnd,252,
CAC_전시매장,(주)금강이앤지,이숙현,041-855-7779,충청남도 공주시 신관동 323-6번지,,,ccnd,253,
CAC_전시매장,(주)충청시스템,현종순,041-734-5500,충청남도 논산시 취암동 470-64 (중앙로 341),,,ccnd,254,
CAC_전시매장,보령에어컨,명노근,041-936-2360,충청남도 보령시 동대동 1387 (큰오랏1길 72),,,ccnd,255,
CAC_전시매장,(주)주영엔지니어링,송용찬,041-669-1557,충청남도 서산시 잠홍동 371,,,ccnd,256,
CAC_전시매장,(주)제일공조연구소,한윤교,070-8186-7500,"충청남도 아산시 배방읍 월천2길 8-16, 301호",,,ccnd,257,
CAC_전시매장,(주)이플러스공조연구소,우영곤,041-622-6101,충청남도 천안시 동남구 원성동 124-2 (충절로 160),,,ccnd,258,
CAC_전시매장,신화이엔지,김태광,041-574-5127,"충청남도 천안시 동남구 통정2길 2 , 2층",,,ccnd,259,
CAC_전시매장,세연시스템공조(주),"민경국, 민대준",041-557-8592<br/>041-557-8593,충청남도 천안시 두정동 1191번지,,,ccnd,260,
CAC_전시매장,윈텍공조,박유준,041-556-0941,충청남도 천안시 서북구 두정동 774,,,ccnd,261,
CAC_전시매장,(주)세종그룹엔지니어링,이용철,070-8706-0079,"충청남도 천안시 서북구 두정중7길 46, 2층(두정동, 성지빌딩)",,,ccnd,262,
CAC_전시매장,새움시스템㈜,김도성,041-522-8822,"충청남도 천안시 서북구 차돌들길 12-7 , 4층",,,ccnd,263,
CAC_전시매장,유한회사군장공조,전주환,063-445-3223,전라북도 군산시 구암동 323-24,,,jlbd,237,
CAC_전시매장,(유)제일엔지니어링,송호용,063-858-1302,전라북도 익산시 남중동 102-1,,,jlbd,238,
CAC_전시매장,(유)한길공조,황규연,063-853-2255,전라북도 익산시 남중동 41-10,,,jlbd,239,
CAC_전시매장,금성이앤씨,김재순,063-231-6237,전라북도 전수지 완산구 평화동1가 580-3,,,jlbd,240,
CAC_전시매장,(유)진보공조,백종문,063-253-5916,전라북도 전주시 덕진구 번영로 281,,,jlbd,241,
CAC_전시매장,에스엠엔지니어링,이상원,063-283-2200,전라북도 전주시 덕진구 상리4길 22번지,,,jlbd,242,
CAC_전시매장,(유)월드시스템공조,김현철,063-271-2002,"전라북도 전주시 덕진구 시천로 114, 3층 2호  (송천동2가)",,,jlbd,243,
CAC_전시매장,(유)유진시스템공조,강문,063-244-4000,전라북도 전주시 덕진구 우아3가 748-11 2층,,,jlbd,244,
CAC_전시매장,(유)신성공조시스템,박학수,063-228-2182,전라북도 전주시 덕진구 정여립로 858,,,jlbd,245,
CAC_전시매장,지에이시스템,원승연,063-241-2000,전라북도 전주시 완산구 중화산동2가 578-7,,,jlbd,246,
CAC_전시매장,(주)제이앤지,박종우,063-271-3207,전라북도 전주시 완산구 효자동 3가 1200 전주대학교 벤처창업관 206호,,,jlbd,247,
CAC_전시매장,㈜라인이엔지,이광석,061-795-2283,전라남도 광양시 옥곡면 강변로 454,,,jlnd,229,
CAC_전시매장,(유)한국공조시스템,안종문,062-224-3988,전라남도 담양군 담양읍 삼만리 533-1,,,jlnd,230,
CAC_전시매장,(유)전남에어컨총판,조가현,061-262-8000,전라남도 목포시 상동 881-2,,,jlnd,231,
CAC_전시매장,(유)황금건설,이종열,061-285-1177,전라남도 목포시 하당로34번길 20(상동),,,jlnd,232,
CAC_전시매장,(주)토탈시스템 ,정진형,061-811-3070,"전라남도 순천시 충효로 127, 2층(조례동)",,,jlnd,233,
CAC_전시매장,(주)일진공조,우제,061-745-0888,전라남도 순천시 해룡면 율촌로 227-3,,,jlnd,234,
CAC_전시매장,넥스원 주식회사,김봉현,061-652-2962,전라남도 여수시 문수북5길 19-10,,,jlnd,235,
CAC_전시매장,(주)미래이앤씨,박찬규,062-710-7150,전라남도 여수시 율촌면 조화리 7-1,,,jlnd,236,
CAC_전시매장,(주)경북공조에너지,박상준,053-811-3005,경상북도 경산시 남매로2길 7번지,,,gsbd,125,
CAC_전시매장,(주)거성이엔지,이이철,054-463-1832,경상북도 구미시 고아읍 대평14길 11,,,gsbd,126,
CAC_전시매장,(주)에어컨구미총판,황대영,054-457-0400,경상북도 구미시 박정희로 409,,,gsbd,127,
CAC_전시매장,㈜중부공조,남미수,054-456-6666,경상북도 구미시 칠성로 33,,,gsbd,128,
CAC_전시매장,㈜유신공조시스템,박상민,054-433-7706,경상북도 김천시 신음동 499-4,,,gsbd,129,
CAC_전시매장,(주)문경공조,조영래,054-555-2173,경상북도 문경시 모전동 966-7,,,gsbd,130,
CAC_전시매장,대동공조,김승묵,054-536-7770,경상북도 상주시 서문동 154-14번지,,,gsbd,131,
CAC_전시매장,"(주)창성공조,기계",천성용,054-853-3600,경상북도 안동시 옥야동 28-6,,,gsbd,132,
CAC_전시매장,안동공조㈜,김광동,054-858-3767,경상북도 안동시 이송천리 산 55,,,gsbd,133,
CAC_전시매장,서울냉동공조,이종철,054-631-3975,경상북도 영주시 영주2동 424-8,,,gsbd,134,
CAC_전시매장,(주)라온,서정을,054-636-9900,경상북도 영주시 원당로 49,,,gsbd,135,
CAC_전시매장,(주)그린에어시스템,윤창권,054-332-9696,경상북도 영천시 야사동 252-6 (2F),,,gsbd,136,
CAC_전시매장,㈜신원이엔지,이주연,054-834-9889,경상북도 의성군 의성읍 문소3길 74,,,gsbd,137,
CAC_전시매장,(주)대현엔지니어링,고용권,054-977-4834,경상북도 칠곡군 동명면 구덕길 40-4,,,gsbd,138,
CAC_전시매장,(주)반다이앤에스,이형진,053-763-5648,경상북도 칠곡군 지천면 금호리 11-2,,,gsbd,139,
CAC_전시매장,(주)아이랙스,박승민,054-274-1414,경상북도 포항시 남구 상도동 5-10,,,gsbd,140,
CAC_전시매장,(주)동영,이연우,054-774-8181,경상북도 포항시 남구 효자동 604-2번지 동영빌딩 3층,,,gsbd,141,
CAC_전시매장,거영공조㈜,이재휴,055-635-8007,경상남도 거제시 상동동 514-3번지,,,gsnd,101,
CAC_전시매장,에이치에스이엔지㈜,윤호성,055-313-8228,경상남도 김해시 내덕로56번길 3-14 (내덕동),,,gsnd,102,
CAC_전시매장,㈜에이스기공,송진영,055-338-1812,경상남도 김해시 대동면 동남로 91번길 34,,,gsnd,103,
CAC_전시매장,김해공조,"문대식, 문지훈",055-321-7777,경상남도 김해시 외동 672-4,,,gsnd,104,
CAC_전시매장,우영,박덕우,055-312-5001,경상남도 김해시 율하동 1346-2 에코빌딩 3층,,,gsnd,105,
CAC_전시매장,글로벌공조,백용흠,055-353-0038,경상남도 밀양시 시청서2길 19 (내이동),,,gsnd,106,
CAC_전시매장,삼덕공조㈜,배민호,055-854-9995,"경상남도 사천시 사천읍 동문2길 119, 1층",,,gsnd,107,
CAC_전시매장,(주)한진솔라,박경호,055-759-4184,경상남도 진주시 남강로 1089 상평동,,,gsnd,108,
CAC_전시매장,㈜건아시스템,심은성,055-761-7778,경상남도 진주시 신안동 17-43번지 천수B/D 3층,,,gsnd,109,
CAC_전시매장,경남공조㈜,"문제웅, 문정식",055-755-9933,경상남도 진주시 주약동 161-8,,,gsnd,110,
CAC_전시매장,(주) 한강,김철규,070-4348-6873,경상남도 진주시 진양호로293번길 16-6(신안동) 2층 202호,,,gsnd,111,
CAC_전시매장,금아냉열㈜,허태용,055-747-8849,"경상남도 진주시 촉석로 86번길5, 인사동",,,gsnd,112,
CAC_전시매장,(주)예스특판 ,이용석,055-281-9638,경상남도 창원시 마산합포구 북성로5 창동 오피스텔 402호,,,gsnd,113,
CAC_전시매장,에어시스템 주식회사,손대근,055-224-3008,경상남도 창원시 마산합포구 산호동 312-31,,,gsnd,114,
CAC_전시매장,신화공조,손거현,055-245-2000,경상남도 창원시 마산합포구 상남동 268-5,,,gsnd,115,
CAC_전시매장,(주)유앤아이시스템,정원목,055-243-2422,"경상남도 창원시 마산합포구 중앙동1가, 1-18   1층",,,gsnd,116,
CAC_전시매장,지엘공조시스템,김대식,055-277-6589,"경상남도 창원시 성산구 반송로29번길 2, 2층(반지동)",,,gsnd,117,
CAC_전시매장,㈜대성파인텍,김병준,055-250-5455,경상남도 창원시 성산구 성산패총로24번길 16 (성산동),,,gsnd,118,
CAC_전시매장,㈜에어플랜,이상정,055-283-2594,"경상남도 창원시 성산구 완암로 50 넥스동 409호 (성산동, SK테크노파크)",,,gsnd,119,
CAC_전시매장,(주)대한기술,손종복,055-298-0100,경상남도 창원시 의창구 도계동 303-5,,,gsnd,120,
CAC_전시매장,(주)하이공조시스템,엄태석,055-237-0777,경상남도 창원시 의창구 명서동 185-11번지,,,gsnd,121,
CAC_전시매장,(주)경진공조,정현진,055-237-0908,경상남도 창원시 의창구 사림동 143-14,,,gsnd,122,
CAC_전시매장,주식회사 현공조시스템,최효기,055-714-1176,경상남도 창원시 진해구 충장로 339 대방빌리지 102호,,,gsnd,123,
CAC_전시매장,히트펌프마트,김상문,055-582-4123,경상남도 함안군 대산면 하기1길 63,,,gsnd,124,
CAC_전시매장,새한공조(주),이세문,064-762-7036,제주도 서귀포시 토평동 1093-5,,,jjd,248,
CAC_전시매장,제주공조(주),변동기,064-745-9977,제주도 제주시 오라3동 2744-1,,,jjd,249,
CAC_전시매장,주식회사한국공조시스템,이종근,064-752-1300,제주도 제주시 황사 평길 2 / 제주시 화북2동3141-4,,,jjd,250,
